25.78,847.18,46.27,571,2020-09-28 18:10:46,'good',
25.79,847.19,45.66,572,,,
25.79,847.19,45.66,572,2020-09-28 18:10:51,'good',
25.79,847.17,45.44,614,,,
25.79,847.17,45.44,614,2020-09-28 18:10:56,'good',
25.79,847.19,45.25,624,,,
25.79,847.19,45.25,624,2020-09-28 18:11:01,'good',
25.8,847.18,45.11,623,,,
25.8,847.18,45.11,623,2020-09-28 18:11:06,'good',
25.8,847.17,45.16,620,,,
25.8,847.17,45.16,620,2020-09-28 18:11:11,'good',
25.8,847.16,45.14,622,,,
25.8,847.16,45.14,622,2020-09-28 18:11:16,'good',
25.8,847.09,45.21,613,,,
25.8,847.09,45.21,613,2020-09-28 18:11:21,'good',
25.8,847.18,44.72,612,,,
25.8,847.18,44.72,612,2020-09-28 18:11:26,'good',
25.8,847.17,44.42,616,,,
25.8,847.17,44.42,616,2020-09-28 18:11:31,'good',
25.81,847.23,44.21,622,,,
25.81,847.23,44.21,622,2020-09-28 18:11:36,'good',
25.8,847.19,44.34,629,,,
25.8,847.19,44.34,629,2020-09-28 18:11:41,'good',
25.8,847.19,44.41,623,,,
25.8,847.19,44.41,623,2020-09-28 18:11:46,'good',
25.8,847.18,44.38,639,,,
25.8,847.18,44.38,639,2020-09-28 18:11:51,'good',
25.79,847.21,44.3,646,,,
25.79,847.21,44.3,646,2020-09-28 18:11:56,'good',
25.79,847.15,44.42,565,,,
25.79,847.15,44.42,565,2020-09-28 18:12:01,'good',
25.78,847.2,44.48,572,,,
25.78,847.2,44.48,572,2020-09-28 18:12:06,'good',
25.78,847.16,44.31,568,,,
25.78,847.16,44.31,568,2020-09-28 18:12:11,'good',
25.77,847.19,44.23,652,,,
25.77,847.19,44.23,652,2020-09-28 18:12:16,'good',
25.77,847.19,44.64,645,,,
25.77,847.19,44.64,645,2020-09-28 18:12:21,'good',
25.76,847.22,44.95,573,,,
25.76,847.22,44.95,573,2020-09-28 18:12:26,'good',
25.76,847.15,44.98,582,,,
25.76,847.15,44.98,582,2020-09-28 18:12:31,'good',
25.75,847.2,44.97,579,,,
25.75,847.2,44.97,579,2020-09-28 18:12:37,'good',
25.75,847.17,45.01,575,,,
25.75,847.17,45.01,575,2020-09-28 18:12:42,'good',
25.75,847.16,45.09,568,,,
25.75,847.16,45.09,568,2020-09-28 18:12:47,'good',
25.75,847.17,44.96,576,,,
25.75,847.17,44.96,576,2020-09-28 18:12:52,'good',
25.75,847.16,44.99,603,,,
25.75,847.16,44.99,603,2020-09-28 18:12:57,'good',
25.76,847.19,45.42,669,,,
25.76,847.19,45.42,669,2020-09-28 18:13:02,'good',
25.75,847.16,45.31,647,,,
25.75,847.16,45.31,647,2020-09-28 18:13:07,'good',
25.75,847.17,45.22,585,,,
25.75,847.17,45.22,585,2020-09-28 18:13:12,'good',
25.75,847.19,45.31,645,,,
25.75,847.19,45.31,645,2020-09-28 18:13:17,'good',
25.75,847.15,45.34,660,,,
25.75,847.15,45.34,660,2020-09-28 18:13:22,'good',
25.76,847.15,45.41,665,,,
25.76,847.15,45.41,665,2020-09-28 18:13:27,'good',
25.76,847.19,45.51,659,,,
25.76,847.19,45.51,659,2020-09-28 18:13:32,'good',
25.77,847.22,45.4,664,,,
25.77,847.22,45.4,664,2020-09-28 18:13:37,'good',
25.76,847.2,45.28,662,,,
25.76,847.2,45.28,662,2020-09-28 18:13:42,'good',
25.76,847.18,45.33,664,,,
25.76,847.18,45.33,664,2020-09-28 18:13:47,'good',
25.77,847.21,45.42,661,,,
25.77,847.21,45.42,661,2020-09-28 18:13:52,'good',
25.77,847.17,45.44,607,,,
25.77,847.17,45.44,607,2020-09-28 18:13:57,'good',
25.77,847.16,45.4,596,,,
25.77,847.16,45.4,596,2020-09-28 18:14:02,'good',
25.76,847.2,45.25,665,,,
25.76,847.2,45.25,665,2020-09-28 18:14:07,'good',
25.77,847.17,45.17,680,,,
25.77,847.17,45.17,680,2020-09-28 18:14:12,'good',
25.77,847.18,45.61,678,,,
25.77,847.18,45.61,678,2020-09-28 18:14:17,'good',
25.77,847.19,45.82,678,,,
25.77,847.19,45.82,678,2020-09-28 18:14:22,'good',
25.79,847.22,46.58,684,,,
25.79,847.22,46.58,684,2020-09-28 18:14:27,'good',
25.8,847.17,46.64,670,,,
25.8,847.17,46.64,670,2020-09-28 18:14:32,'good',
25.81,847.17,46.33,605,,,
25.81,847.17,46.33,605,2020-09-28 18:14:37,'good',
25.8,847.18,46.08,632,,,
25.8,847.18,46.08,632,2020-09-28 18:14:42,'good',
25.8,847.16,45.74,680,,,
25.8,847.16,45.74,680,2020-09-28 18:14:47,'good',
25.81,847.16,45.86,674,,,
25.81,847.16,45.86,674,2020-09-28 18:14:52,'good',
25.82,847.18,45.91,677,,,
25.82,847.18,45.91,677,2020-09-28 18:14:57,'good',
25.82,847.2,45.9,665,,,
25.82,847.2,45.9,665,2020-09-28 18:15:02,'good',
25.83,847.14,46.02,663,,,
25.83,847.14,46.02,663,2020-09-28 18:15:07,'good',
25.83,847.2,46.03,663,,,
25.83,847.2,46.03,663,2020-09-28 18:15:12,'good',
25.84,847.2,47.27,672,,,
25.84,847.2,47.27,672,2020-09-28 18:15:18,'good',
25.84,847.16,48.15,682,,,
25.84,847.16,48.15,682,2020-09-28 18:15:23,'good',
25.87,847.19,51.47,678,,,
25.87,847.19,51.47,678,2020-09-28 18:15:28,'good',
25.89,847.21,54.25,667,,,
25.89,847.21,54.25,667,2020-09-28 18:15:33,'good',
25.92,847.24,50.72,680,,,
25.92,847.24,50.72,680,2020-09-28 18:15:38,'good',
25.94,847.23,50.34,686,,,
25.94,847.23,50.34,686,2020-09-28 18:15:43,'good',
25.97,847.2,48.03,687,,,
25.97,847.2,48.03,687,2020-09-28 18:15:48,'good',
25.99,847.19,47.06,676,,,
25.99,847.19,47.06,676,2020-09-28 18:15:53,'good',
26.0,847.22,46.58,674,,,
26.0,847.22,46.58,674,2020-09-28 18:15:58,'good',
26.02,847.23,46.23,680,,,
26.02,847.23,46.23,680,2020-09-28 18:16:03,'good',
26.03,847.25,45.94,691,,,
26.03,847.25,45.94,691,2020-09-28 18:16:08,'good',
26.05,847.18,45.77,706,,,
26.05,847.18,45.77,706,2020-09-28 18:16:13,'good',
26.17,847.44,46.3,768,,,
26.17,847.44,46.3,768,2020-09-28 18:31:33,'good',
26.17,847.44,46.33,705,,,
26.17,847.44,46.33,705,2020-09-28 18:31:38,'good',
26.15,847.46,46.34,688,,,
26.15,847.46,46.34,688,2020-09-28 18:31:43,'good',
26.15,847.42,46.34,684,,,
26.15,847.42,46.34,684,2020-09-28 18:31:48,'good',
26.15,847.46,46.31,684,,,
26.15,847.46,46.31,684,2020-09-28 18:31:53,'good',
26.15,847.4,46.29,680,,,
26.15,847.4,46.29,680,2020-09-28 18:31:58,'good',
26.14,847.45,46.3,684,,,
26.14,847.45,46.3,684,2020-09-28 18:32:03,'good',
26.14,847.42,46.33,690,,,
26.14,847.42,46.33,690,2020-09-28 18:32:09,'good',
26.14,847.45,46.31,687,,,
26.14,847.45,46.31,687,2020-09-28 18:32:14,'good',
26.14,847.5,46.33,685,,,
26.14,847.5,46.33,685,2020-09-28 18:32:19,'good',
26.14,847.43,46.34,690,,,
26.14,847.43,46.34,690,2020-09-28 18:32:24,'good',
26.13,847.45,46.35,687,,,
26.13,847.45,46.35,687,2020-09-28 18:32:29,'good',
26.14,847.45,46.34,687,,,
26.14,847.45,46.34,687,2020-09-28 18:32:34,'good',
26.13,847.48,46.35,686,,,
26.13,847.48,46.35,686,2020-09-28 18:32:39,'good',
